image_name,label,x_min,y_min,x_max,y_max
fall_1753352138689.png,fall,-109,449,50,524
fall_1753352138715.png,fall,-112,450,54,527
no_fall_1753352145099.png,no_fall,,,,
no_fall_1753352147111.png,no_fall,,,,
no_fall_1753352149123.png,no_fall,,,,
fall_1753352149697.png,fall,137,295,266,374
fall_1753352149722.png,fall,138,293,269,372
fall_1753352149748.png,fall,138,292,270,372
no_fall_1753352151129.png,no_fall,,,,
no_fall_1753352153139.png,no_fall,,,,
no_fall_1753352155151.png,no_fall,,,,
no_fall_1753352157163.png,no_fall,,,,
no_fall_1753352159171.png,no_fall,,,,
no_fall_1753352161182.png,no_fall,,,,
no_fall_1753352163190.png,no_fall,,,,
no_fall_1753352165197.png,no_fall,,,,
no_fall_1753352167209.png,no_fall,,,,
no_fall_1753352169222.png,no_fall,,,,
no_fall_1753352171231.png,no_fall,,,,
no_fall_1753352173239.png,no_fall,,,,
no_fall_1753352175250.png,no_fall,,,,
fall_1753352175694.png,fall,-84,444,79,530
fall_1753352175717.png,fall,-85,445,84,530
fall_1753352175748.png,fall,-86,446,87,531
no_fall_1753352183290.png,no_fall,,,,
no_fall_1753352185297.png,no_fall,,,,
no_fall_1753352187310.png,no_fall,,,,
no_fall_1753352189321.png,no_fall,,,,
no_fall_1753352191327.png,no_fall,,,,
no_fall_1753352193341.png,no_fall,,,,
no_fall_1753352195350.png,no_fall,,,,
no_fall_1753352197360.png,no_fall,,,,
no_fall_1753352199369.png,no_fall,,,,
no_fall_1753352201381.png,no_fall,,,,
no_fall_1753352203389.png,no_fall,,,,
no_fall_1753352205396.png,no_fall,,,,
no_fall_1753352207410.png,no_fall,,,,
no_fall_1753352209420.png,no_fall,,,,
fall_1753352209489.png,fall,91,291,233,378
fall_1753352209517.png,fall,92,289,235,377
fall_1753352209548.png,fall,93,288,237,376
no_fall_1753352213439.png,no_fall,,,,
fall_1753352213962.png,fall,20,451,157,523
fall_1753352213987.png,fall,18,451,161,527
fall_1753352214015.png,fall,16,452,165,532
fall_1753352217527.png,fall,47,448,183,522
fall_1753352217552.png,fall,46,450,185,523
fall_1753352217581.png,fall,47,451,188,523
fall_1753352220894.png,fall,-87,450,64,524
fall_1753352220918.png,fall,-85,453,65,525
fall_1753352220948.png,fall,-86,455,68,529
fall_1753352224932.png,fall,-35,298,109,371
fall_1753352224957.png,fall,-36,297,111,371
fall_1753352224982.png,fall,-36,295,113,371
no_fall_1753352231531.png,no_fall,,,,
no_fall_1753352233529.png,no_fall,,,,
no_fall_1753352235547.png,no_fall,,,,
no_fall_1753352237560.png,no_fall,,,,
no_fall_1753352239568.png,no_fall,,,,
no_fall_1753352241580.png,no_fall,,,,
no_fall_1753352243590.png,no_fall,,,,
no_fall_1753352245596.png,no_fall,,,,
no_fall_1753352247607.png,no_fall,,,,
no_fall_1753352249620.png,no_fall,,,,
no_fall_1753352251630.png,no_fall,,,,
no_fall_1753352253639.png,no_fall,,,,
fall_1753352255159.png,fall,-36,449,107,521
fall_1753352255185.png,fall,-37,450,109,522
fall_1753352255217.png,fall,-38,451,113,524
fall_1753352256362.png,fall,167,292,297,377
fall_1753352256387.png,fall,169,291,299,375
fall_1753352256417.png,fall,170,291,300,374
no_fall_1753352261679.png,no_fall,,,,
no_fall_1753352263690.png,no_fall,,,,
no_fall_1753352265697.png,no_fall,,,,
no_fall_1753352267710.png,no_fall,,,,
fall_1753352268962.png,fall,196,299,314,372
fall_1753352268986.png,fall,196,298,317,371
fall_1753352269016.png,fall,194,295,320,371
no_fall_1753352269720.png,no_fall,,,,
no_fall_1753352271730.png,no_fall,,,,
no_fall_1753352273738.png,no_fall,,,,
fall_1753352274431.png,fall,167,295,290,371
fall_1753352274456.png,fall,164,291,295,371
fall_1753352274483.png,fall,161,286,298,370
no_fall_1753352275747.png,no_fall,,,,
no_fall_1753352277757.png,no_fall,,,,
fall_1753352278297.png,fall,59,448,194,523
fall_1753352278322.png,fall,62,451,196,523
fall_1753352278348.png,fall,61,451,199,525
no_fall_1753352281778.png,no_fall,,,,
no_fall_1753352283782.png,no_fall,,,,
no_fall_1753352285796.png,no_fall,,,,
no_fall_1753352287811.png,no_fall,,,,
no_fall_1753352289818.png,no_fall,,,,
no_fall_1753352291829.png,no_fall,,,,
no_fall_1753352293839.png,no_fall,,,,
no_fall_1753352295849.png,no_fall,,,,
no_fall_1753352297861.png,no_fall,,,,
no_fall_1753352299866.png,no_fall,,,,
no_fall_1753352301878.png,no_fall,,,,
no_fall_1753352303891.png,no_fall,,,,
fall_1753352305023.png,fall,34,449,170,522
fall_1753352305054.png,fall,32,448,174,524
fall_1753352305083.png,fall,30,448,178,527
fall_1753352308895.png,fall,75,449,205,520
fall_1753352308920.png,fall,73,449,209,523
fall_1753352308949.png,fall,71,449,213,525
fall_1753352309293.png,fall,-63,443,97,528
fall_1753352309318.png,fall,-65,443,100,530
fall_1753352309349.png,fall,-65,444,104,532
fall_1753352315629.png,fall,-56,440,115,536
fall_1753352315653.png,fall,-57,442,119,540
fall_1753352315683.png,fall,-58,444,122,543
no_fall_1753352321980.png,no_fall,,,,
no_fall_1753352323987.png,no_fall,,,,
no_fall_1753352325995.png,no_fall,,,,
no_fall_1753352328005.png,no_fall,,,,
no_fall_1753352330018.png,no_fall,,,,
fall_1753352331063.png,fall,126,299,251,371
fall_1753352331088.png,fall,127,298,252,370
fall_1753352331119.png,fall,127,296,254,371
no_fall_1753352334035.png,no_fall,,,,
fall_1753352335964.png,fall,66,448,203,526
fall_1753352335989.png,fall,67,450,205,526
fall_1753352336018.png,fall,68,453,206,526
no_fall_1753352340067.png,no_fall,,,,
no_fall_1753352342072.png,no_fall,,,,
fall_1753352342960.png,fall,-42,444,113,527
fall_1753352342984.png,fall,-42,446,116,529
fall_1753352343015.png,fall,-42,447,119,530
no_fall_1753352348110.png,no_fall,,,,
no_fall_1753352350119.png,no_fall,,,,
no_fall_1753352352126.png,no_fall,,,,
fall_1753352352427.png,fall,134,449,259,521
fall_1753352352452.png,fall,130,448,263,525
fall_1753352352483.png,fall,127,448,268,529
no_fall_1753352354136.png,no_fall,,,,
no_fall_1753352356146.png,no_fall,,,,
no_fall_1753352358157.png,no_fall,,,,
no_fall_1753352360164.png,no_fall,,,,
fall_1753352361731.png,fall,141,293,272,375
fall_1753352361756.png,fall,141,293,275,374
fall_1753352361783.png,fall,141,292,277,371
fall_1753352361961.png,fall,0,444,151,529
fall_1753352361985.png,fall,0,444,154,531
fall_1753352362017.png,fall,0,445,157,535
no_fall_1753352366197.png,no_fall,,,,
no_fall_1753352368205.png,no_fall,,,,
no_fall_1753352370218.png,no_fall,,,,
no_fall_1753352372227.png,no_fall,,,,
no_fall_1753352374232.png,no_fall,,,,
no_fall_1753352376248.png,no_fall,,,,
fall_1753352377196.png,fall,2,290,156,377
fall_1753352377220.png,fall,2,289,158,377
fall_1753352377249.png,fall,3,288,160,376
no_fall_1753352382277.png,no_fall,,,,
fall_1753352383528.png,fall,172,297,295,373
fall_1753352383553.png,fall,172,295,298,372
fall_1753352383583.png,fall,171,294,299,372
no_fall_1753352384289.png,no_fall,,,,
no_fall_1753352386297.png,no_fall,,,,
fall_1753352387753.png,fall,-78,442,88,530
fall_1753352387787.png,fall,-80,442,92,534
fall_1753352387816.png,fall,-82,442,96,537
no_fall_1753352394334.png,no_fall,,,,
no_fall_1753352396345.png,no_fall,,,,
no_fall_1753352398357.png,no_fall,,,,
no_fall_1753352400365.png,no_fall,,,,
no_fall_1753352402381.png,no_fall,,,,
no_fall_1753352404384.png,no_fall,,,,
no_fall_1753352406394.png,no_fall,,,,
fall_1753352407694.png,fall,166,294,293,374
fall_1753352407719.png,fall,164,290,296,374
fall_1753352407749.png,fall,163,286,301,374
no_fall_1753352408404.png,no_fall,,,,
fall_1753352409527.png,fall,104,294,239,375
fall_1753352409552.png,fall,104,292,241,374
fall_1753352409583.png,fall,105,289,244,373
fall_1753352411361.png,fall,45,292,190,375
fall_1753352411385.png,fall,45,292,190,375
fall_1753352411413.png,fall,46,290,190,373
fall_1753352413129.png,fall,-11,299,129,370
fall_1753352413154.png,fall,-14,297,132,370
fall_1753352413183.png,fall,-16,294,137,371
no_fall_1753352418458.png,no_fall,,,,
no_fall_1753352420463.png,no_fall,,,,
no_fall_1753352422478.png,no_fall,,,,
no_fall_1753352424487.png,no_fall,,,,
no_fall_1753352426495.png,no_fall,,,,
fall_1753352427694.png,fall,108,298,237,372
fall_1753352427718.png,fall,108,297,238,370
fall_1753352427750.png,fall,109,297,241,369
no_fall_1753352430516.png,no_fall,,,,
fall_1753352431762.png,fall,10,449,147,520
fall_1753352431787.png,fall,8,450,151,523
fall_1753352431814.png,fall,7,451,155,526
no_fall_1753352436546.png,no_fall,,,,
no_fall_1753352438556.png,no_fall,,,,
no_fall_1753352440563.png,no_fall,,,,
no_fall_1753352442574.png,no_fall,,,,
no_fall_1753352444587.png,no_fall,,,,
no_fall_1753352446595.png,no_fall,,,,
no_fall_1753352448603.png,no_fall,,,,
no_fall_1753352450614.png,no_fall,,,,
fall_1753352452194.png,fall,-34,296,115,374
fall_1753352452219.png,fall,-36,293,119,374
fall_1753352452249.png,fall,-37,290,124,375
no_fall_1753352458657.png,no_fall,,,,
no_fall_1753352460665.png,no_fall,,,,
no_fall_1753352462673.png,no_fall,,,,
no_fall_1753352464687.png,no_fall,,,,
no_fall_1753352466696.png,no_fall,,,,
no_fall_1753352468705.png,no_fall,,,,
no_fall_1753352470719.png,no_fall,,,,
no_fall_1753352472722.png,no_fall,,,,
no_fall_1753352474731.png,no_fall,,,,
no_fall_1753352476744.png,no_fall,,,,
no_fall_1753352478756.png,no_fall,,,,
no_fall_1753352480764.png,no_fall,,,,
no_fall_1753352482774.png,no_fall,,,,
no_fall_1753352484784.png,no_fall,,,,
no_fall_1753352486797.png,no_fall,,,,
no_fall_1753352488802.png,no_fall,,,,
no_fall_1753352490815.png,no_fall,,,,
no_fall_1753352492823.png,no_fall,,,,
no_fall_1753352494831.png,no_fall,,,,
no_fall_1753352496842.png,no_fall,,,,
no_fall_1753352498853.png,no_fall,,,,
no_fall_1753352500863.png,no_fall,,,,
no_fall_1753352502874.png,no_fall,,,,
